"CITY","SEX","IDADE","CANAL_VENDA","CATEGORIA","PRODUTO","PRECO","QUANTIDADE","DESCONTO_APLICADO","RENDA_ESTIMADA","ESCOLARIDADE_SCORE","ESCOLARIDADE_ROTULADA","SEASONAL_EFFECT","DATA_VENDA","ANOS","MESES","DIA_SEMANA","VALOR_TOTAL"
"SANTA BÁRBARA","FEMININO",24,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",182.75,1,0.066613845792599,1.32,0.54,"ENS MÉDIO COMP",3.575,2025-01-05,2025,1,1,609.81
"BELÉM","FEMININO",50,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",401.94,1,0.0881849586497992,3.64,0.72,"ENS SUPER INCOMP",0.45,2015-08-12,2015,8,4,164.92
"BELÉM","FEMININO",41,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",206.77,1,0.101934218406677,3.09,0.71,"ENS SUPER INCOMP",7.59375,2023-05-06,2023,5,7,1410.11
"BELÉM","FEMININO",33,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",201.37,1,0.0119875545194373,2.98,0.74,"ENS SUPER INCOMP",1.26,2018-10-16,2018,10,3,250.68
"ANANINDEUA","FEMININO",32,"REVENDEDOR","ALIMENTOS","CAFÉ GOURMET (250G)",44.54,1,0.0917442860966548,2.34,0.65,"ENS MÉDIO COMP",5.60625,2023-03-10,2023,3,6,226.79
"BELÉM","FEMININO",38,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",37.18,4,0.0629530743835494,3.15,0.74,"ENS SUPER INCOMP",4.5,2023-08-28,2023,8,2,627.11
"ANANINDEUA","MASCULINO",36,"REVENDEDOR","ELETRÔNICOS","SMARTPHONE PREMIUM",4170.6,1,0.168450752915815,2.47,0.58,"ENS MÉDIO COMP",3.276,2025-10-23,2025,10,5,11361.36
"BELÉM","FEMININO",39,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",92.27,1,0.137875920850784,2.83,0.73,"ENS SUPER INCOMP",0.6075,2015-05-06,2015,5,4,48.33
"BELÉM","MASCULINO",22,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",102.58,1,0.10721962666139,2.19,0.52,"ENS MÉDIO COMP",0.44,2015-07-09,2015,7,5,40.3
"BELÉM","FEMININO",54,"LOJA FÍSICA","LIVROS","LIVRO TÉCNICO/ACADÊMICO",120.29,1,0.0483725081058219,2.6,0.7,"ENS SUPER INCOMP",1.16,2016-09-20,2016,9,3,132.79
"BELÉM","MASCULINO",39,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",254.64,1,0.126889144163579,2.99,0.69,"ENS SUPER INCOMP",2.34,2025-02-27,2025,2,5,520.25
"BELÉM","FEMININO",49,"LOJA FÍSICA","LIVROS","LIVRO TÉCNICO/ACADÊMICO",96.81,3,0.0855899446038529,2.8,0.65,"ENS MÉDIO COMP",3.375,2020-05-12,2020,5,3,896.31
"ANANINDEUA","FEMININO",41,"REVENDEDOR","LIVROS","BEST-SELLER DE FICÇÃO",51.94,1,0.176890324922279,2.71,0.77,"ENS SUPER COMP",5.3235,2025-10-17,2025,10,6,227.59
"BELÉM","MASCULINO",37,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",459.79,1,0.133806496337056,3.37,0.63,"ENS MÉDIO COMP",2.8125,2022-04-20,2022,4,4,1120.13
"BELÉM","MASCULINO",40,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",41.59,1,0.0288928349129856,3.15,0.61,"ENS MÉDIO COMP",2.7,2021-02-20,2021,2,7,109.05
"BELÉM","MASCULINO",36,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",51.64,1,0.0684735116083175,3.14,0.66,"ENS MÉDIO COMP",0.65,2015-01-09,2015,1,6,31.27
"ANANINDEUA","MASCULINO",53,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",53.99,1,0.241331042349339,2.39,0.51,"ENS MÉDIO COMP",2.625,2019-08-03,2019,8,7,107.52
"BENEVIDES","FEMININO",33,"REVENDEDOR","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",340.51,1,0.0516509457631037,2.77,0.65,"ENS MÉDIO COMP",5.06,2024-03-10,2024,3,1,1633.99
"ANANINDEUA","FEMININO",22,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",221.03,1,0.0481475885212421,1.83,0.67,"ENS MÉDIO COMP",1.495,2018-03-30,2018,3,6,314.53
"BELÉM","MASCULINO",52,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",335.7,1,0.0999074582010508,2.93,0.61,"ENS MÉDIO COMP",3.393,2025-09-17,2025,9,4,1025.23
"BELÉM","FEMININO",25,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",260.93,1,0.110355649655685,3.32,0.73,"ENS SUPER INCOMP",0.6,2015-08-17,2015,8,2,139.28
"ANANINDEUA","MASCULINO",22,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",71.4,3,0.0901969318743795,1.98,0.61,"ENS MÉDIO COMP",4.05,2020-05-04,2020,5,2,789.26
"MARITUBA","FEMININO",26,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",135.84,3,0.0753700099140406,2.5,0.65,"ENS MÉDIO COMP",3.016,2025-09-11,2025,9,5,1136.44
"ANANINDEUA","MASCULINO",37,"LOJA FÍSICA","LIVROS","LIVRO TÉCNICO/ACADÊMICO",133.19,3,0.0329017149144784,2.05,0.61,"ENS MÉDIO COMP",1.815,2017-07-02,2017,7,1,701.36
"BELÉM","FEMININO",26,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",7519.56,1,0.0362024893751368,3.32,0.7,"ENS SUPER INCOMP",6.46875,2023-12-02,2023,12,7,46881.19
"BELÉM","FEMININO",19,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",3305.78,1,0.0930302378255874,2.85,0.72,"ENS SUPER INCOMP",2.5025,2019-07-05,2019,7,6,7503.1
"BELÉM","FEMININO",50,"LOJA FÍSICA","LIVROS","LIVRO TÉCNICO/ACADÊMICO",148.29,1,0.0764390221005306,3.28,0.74,"ENS SUPER INCOMP",0.7475,2015-03-13,2015,3,6,102.37
"BELÉM","MASCULINO",47,"ONLINE","LIVROS","BEST-SELLER DE FICÇÃO",52.89,2,0.102406940516084,3.53,0.6,"ENS MÉDIO COMP",1.495,2016-12-16,2016,12,6,141.95
"BELÉM","MASCULINO",44,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",60.02,3,0.214353824593127,3.56,0.66,"ENS MÉDIO COMP",2,2020-01-16,2020,1,5,282.93
"BELÉM","FEMININO",56,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",282.41,1,0.0578436952084303,3.45,0.69,"ENS SUPER INCOMP",5.655,2025-09-27,2025,9,7,1504.65
"BELÉM","FEMININO",35,"REVENDEDOR","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",92.34,1,0.0526356041803956,3.34,0.72,"ENS SUPER INCOMP",1.764,2019-10-17,2019,10,5,154.31
"BELÉM","MASCULINO",39,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",66.16,1,0.0758525436278433,3.24,0.68,"ENS SUPER INCOMP",2.1,2019-08-26,2019,8,2,128.4
"ANANINDEUA","MASCULINO",57,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",172.08,1,0.15764516396448,2.43,0.49,"ENS MÉDIO INCOMP",1.1,2018-01-21,2018,1,1,159.45
"ANANINDEUA","MASCULINO",47,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",209.19,1,0.168183596385643,2.06,0.56,"ENS MÉDIO COMP",5.60625,2025-03-15,2025,3,7,975.53
"ANANINDEUA","FEMININO",35,"REVENDEDOR","ELETRÔNICOS","SMARTPHONE PREMIUM",2831.88,2,0.0719730620738119,2.8,0.61,"ENS MÉDIO COMP",2.1,2020-06-11,2020,6,5,11037.86
"BELÉM","FEMININO",20,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",300.58,2,0.189643222978339,2.6,0.79,"ENS SUPER COMP",1.6875,2017-04-12,2017,4,4,822.07
"MARITUBA","FEMININO",20,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",70.31,1,0.123531772857532,2.23,0.71,"ENS SUPER INCOMP",4.35,2020-09-19,2020,9,7,268.07
"BELÉM","FEMININO",75,"REVENDEDOR","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",289.86,2,0.084893825952895,3.13,0.81,"ENS SUPER COMP",2.088,2017-09-25,2017,9,2,1107.7
"SANTA BÁRBARA","MASCULINO",19,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",207.99,1,0.189412304796278,1.74,0.38,"ENS MÉDIO INCOMP",2.3625,2019-02-09,2019,2,7,398.3
"BELÉM","FEMININO",17,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",5047.77,1,0.138858430827968,2.79,0.62,"ENS MÉDIO COMP",3.06,2022-11-23,2022,11,4,13301.34
"ANANINDEUA","FEMININO",50,"REVENDEDOR","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",456.3,2,0.18211528878659,2.18,0.62,"ENS MÉDIO COMP",1.84,2021-12-02,2021,12,5,1373.38
"BELÉM","FEMININO",30,"LOJA FÍSICA","LIVROS","LIVRO TÉCNICO/ACADÊMICO",214.81,1,0.144869462065399,2.87,0.71,"ENS SUPER INCOMP",1.725,2018-03-17,2018,3,7,316.87
"MARITUBA","FEMININO",63,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",268.65,1,0.0930668520322069,1.94,0.68,"ENS SUPER INCOMP",4,2024-08-13,2024,8,3,974.59
"BELÉM","FEMININO",60,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",110.73,2,0.0818443465651944,2.39,0.74,"ENS SUPER INCOMP",8.1,2024-05-04,2024,5,7,1647.01
"BELÉM","MASCULINO",67,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",426.83,1,0.172981500159949,2.95,0.65,"ENS MÉDIO COMP",2.925,2020-02-14,2020,2,6,1032.51
"ANANINDEUA","MASCULINO",25,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",63,3,0.0660629849834368,2.27,0.61,"ENS MÉDIO COMP",2.5,2022-08-16,2022,8,3,441.29
"BELÉM","FEMININO",48,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",323.51,1,0.100052867284976,3.19,0.74,"ENS SUPER INCOMP",1.5,2016-01-16,2016,1,7,436.71
"BELÉM","FEMININO",61,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",71.46,2,0.106763470452279,2.98,0.71,"ENS SUPER INCOMP",5.0625,2022-05-07,2022,5,7,646.29
"ANANINDEUA","FEMININO",40,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",296.02,1,0.157081135129556,2.04,0.71,"ENS SUPER INCOMP",1.134,2016-10-05,2016,10,4,282.96
"BELÉM","FEMININO",35,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",59.23,2,0.124307863079011,2.51,0.69,"ENS SUPER INCOMP",1.925,2019-01-27,2019,1,1,199.69
"ANANINDEUA","MASCULINO",30,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",119.43,3,0.238175874156877,2.18,0.59,"ENS MÉDIO COMP",0.55,2015-08-23,2015,8,1,150.12
"BELÉM","FEMININO",43,"LOJA FÍSICA","LIVROS","LIVRO TÉCNICO/ACADÊMICO",186.52,1,0.110526060285047,2.9,0.68,"ENS SUPER INCOMP",3.1625,2022-03-06,2022,3,1,524.67
"BELÉM","FEMININO",49,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",186.38,3,0.0655985798686743,2.7,0.6,"ENS MÉDIO COMP",5.11875,2023-06-02,2023,6,6,2674.35
"ANANINDEUA","FEMININO",35,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",114.22,2,0.133618512563407,3.03,0.69,"ENS SUPER INCOMP",3.25,2020-01-03,2020,1,6,643.23
"BELÉM","FEMININO",26,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",4486.81,1,0.104611553903669,3.19,0.62,"ENS MÉDIO COMP",4.86,2024-05-29,2024,5,4,19524.75
"BELÉM","MASCULINO",41,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",89.86,3,0.222300065262243,3.59,0.67,"ENS MÉDIO COMP",3.2175,2025-02-16,2025,2,1,674.56
"BELÉM","FEMININO",48,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",59.85,1,0.0785981977172196,2.71,0.77,"ENS SUPER COMP",4.536,2024-10-30,2024,10,4,250.14
"BELÉM","MASCULINO",43,"REVENDEDOR","ROUPAS","VESTIDO FLORAL FEMININO",204.72,1,0.176182019193657,3.46,0.57,"ENS MÉDIO COMP",1.044,2016-09-21,2016,9,4,176.07
"BELÉM","MASCULINO",34,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",342.19,1,0.121596698695794,3.06,0.54,"ENS MÉDIO COMP",2.07,2021-03-10,2021,3,4,622.2
"ANANINDEUA","MASCULINO",31,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",4269.87,2,0.190673011587933,2.06,0.6,"ENS MÉDIO COMP",1.35,2016-02-20,2016,2,7,9330.45
"BELÉM","MASCULINO",26,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",143.69,2,0.135318107577041,3.36,0.6,"ENS MÉDIO COMP",1.5,2018-04-02,2018,4,2,372.74
"BENEVIDES","MASCULINO",55,"REVENDEDOR","ROUPAS","CALÇA JEANS MASCULINA",121.21,3,0.15631468298845,2.04,0.55,"ENS MÉDIO COMP",4.5375,2023-07-30,2023,7,1,1392.06
"BELÉM","FEMININO",42,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",7058.74,1,0.0846832572482526,3.58,0.7,"ENS SUPER INCOMP",1.62,2018-05-21,2018,5,2,10466.79
"ANANINDEUA","FEMININO",29,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",6811.4,1,0.0180194811848924,2.83,0.59,"ENS MÉDIO COMP",2,2021-08-03,2021,8,3,13377.32
"BELÉM","MASCULINO",16,"REVENDEDOR","LIVROS","LIVRO TÉCNICO/ACADÊMICO",132.82,1,0.0369363570399582,2.7,0.6,"ENS MÉDIO COMP",2.0475,2017-06-09,2017,6,6,261.9
"BELÉM","MASCULINO",19,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",149.78,1,0.192314931796864,3.12,0.49,"ENS MÉDIO INCOMP",2.475,2022-07-13,2022,7,4,299.41
"BELÉM","MASCULINO",17,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",146.35,2,0.061586542557925,2.72,0.58,"ENS MÉDIO COMP",3.94875,2025-05-07,2025,5,4,1084.62
"BELÉM","MASCULINO",47,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",68.7,2,0.0735347125027329,2.61,0.52,"ENS MÉDIO COMP",0.9,2018-01-10,2018,1,4,114.57
"ANANINDEUA","MASCULINO",46,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",93.84,1,0.202872509369627,2.5,0.47,"ENS MÉDIO INCOMP",3.9375,2022-06-04,2022,6,7,294.53
"BELÉM","FEMININO",69,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",186.72,3,0.151397817442194,3.13,0.75,"ENS SUPER INCOMP",1.7325,2019-02-17,2019,2,1,823.55
"BELÉM","MASCULINO",50,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",5754.06,1,0.2332357193809,3.14,0.62,"ENS MÉDIO COMP",2.5875,2022-03-02,2022,3,4,11416.07
"ANANINDEUA","FEMININO",59,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",357.2,2,0.111323978384025,2.57,0.69,"ENS SUPER INCOMP",1.925,2019-08-18,2019,8,1,1222.13
"BELÉM","MASCULINO",43,"LOJA FÍSICA","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",204.29,1,0.1306768830074,2.89,0.63,"ENS MÉDIO COMP",1.26,2018-06-04,2018,6,2,223.77
"BELÉM","FEMININO",21,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",186.32,3,0.0864738382864743,3.22,0.68,"ENS SUPER INCOMP",1.21,2016-07-24,2016,7,1,617.86
"BELÉM","FEMININO",21,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",35.77,1,0.0638512300187722,3.09,0.7,"ENS SUPER INCOMP",5.568,2024-09-09,2024,9,2,186.45
"ANANINDEUA","MASCULINO",51,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",4400.45,1,0.0913733561057598,2.25,0.65,"ENS MÉDIO COMP",1.8,2021-01-13,2021,1,4,7197.06
"BELÉM","MASCULINO",28,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",56.22,2,0.0830833232728764,3.33,0.58,"ENS MÉDIO COMP",4.05,2022-05-09,2022,5,2,417.55
"BELÉM","MASCULINO",27,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",229.21,1,0.215180909307674,2.91,0.62,"ENS MÉDIO COMP",1.1,2018-07-10,2018,7,3,197.88
"BELÉM","FEMININO",44,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",32.41,3,0.0809759426070377,2.7,0.77,"ENS SUPER COMP",1.3,2018-08-10,2018,8,6,116.16
"BELÉM","FEMININO",33,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",135.42,1,0.189012943580747,3.16,0.76,"ENS SUPER COMP",3.54375,2023-06-21,2023,6,4,389.19
"BELÉM","FEMININO",19,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",3281.45,1,0.060625831708312,2.83,0.71,"ENS SUPER INCOMP",3.7375,2022-03-04,2022,3,6,11520.88
"BELÉM","FEMININO",39,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",86.19,3,0.0686720128403976,2.96,0.74,"ENS SUPER INCOMP",2.992,2021-11-21,2021,11,1,720.51
"BELÉM","FEMININO",67,"REVENDEDOR","BRINQUEDOS","BONECA COLECIONÁVEL",80.18,2,0.141426906334236,3.62,0.79,"ENS SUPER COMP",1.89,2017-10-24,2017,10,3,260.22
"ANANINDEUA","MASCULINO",58,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",213.48,1,0.187603155290708,2.34,0.53,"ENS MÉDIO COMP",1.392,2018-09-10,2018,9,2,241.42
"BELÉM","FEMININO",63,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",66.04,3,0.0386380719812587,2.95,0.73,"ENS SUPER INCOMP",1.8,2021-01-27,2021,1,4,342.84
"BELÉM","MASCULINO",18,"ONLINE","ELETRÔNICOS","SMARTPHONE PREMIUM",3367.53,2,0.248087369929999,2.97,0.53,"ENS MÉDIO COMP",4.875,2025-08-09,2025,8,7,24687.86
"BELÉM","MASCULINO",62,"ONLINE","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",272.82,1,0.178499820595607,2.84,0.64,"ENS MÉDIO COMP",2,2021-04-08,2021,4,5,448.24
"BELÉM","FEMININO",45,"LOJA FÍSICA","LIVROS","LIVRO TÉCNICO/ACADÊMICO",184.89,1,0.049771536802873,3.03,0.68,"ENS SUPER INCOMP",2.32,2022-09-22,2022,9,5,407.6
"BELÉM","MASCULINO",33,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",44.53,1,0.0547565817832947,2.68,0.64,"ENS MÉDIO COMP",0.4,2015-01-29,2015,1,5,16.84
"BELÉM","MASCULINO",37,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",5248.68,1,0.0935911591863259,2.92,0.65,"ENS MÉDIO COMP",4.125,2023-07-18,2023,7,3,19624.48
"BELÉM","FEMININO",65,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",57.37,3,0.141432443098165,2.83,0.78,"ENS SUPER COMP",2.99,2025-12-25,2025,12,5,441.83
"ANANINDEUA","MASCULINO",69,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",64.22,1,0.139890350308269,2.16,0.56,"ENS MÉDIO COMP",4.3875,2022-05-20,2022,5,6,242.35
"BELÉM","MASCULINO",42,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",211.98,2,0.0977415481116623,3.11,0.62,"ENS MÉDIO COMP",3.712,2024-09-19,2024,9,5,1419.92
"BENEVIDES","FEMININO",28,"LOJA FÍSICA","ROUPAS","VESTIDO FLORAL FEMININO",232.54,1,0.0148208047263324,1.81,0.52,"ENS MÉDIO COMP",7.072,2024-11-22,2024,11,6,1620.15
"MARITUBA","FEMININO",39,"LOJA FÍSICA","LIVROS","LIVRO TÉCNICO/ACADÊMICO",92.7,1,0.11998328298796,2.2,0.6,"ENS MÉDIO COMP",2.145,2017-07-14,2017,7,6,174.98
"ANANINDEUA","FEMININO",31,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",201.74,1,0.0977841368876398,1.8,0.66,"ENS MÉDIO COMP",2.61,2017-09-30,2017,9,7,475.05
"BELÉM","FEMININO",45,"REVENDEDOR","LIVROS","BEST-SELLER DE FICÇÃO",38.24,2,0.155437802267261,3.45,0.81,"ENS SUPER COMP",2.7,2020-05-07,2020,5,5,174.4
"BELÉM","MASCULINO",32,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",128.6,1,0.227475833706558,3.25,0.57,"ENS MÉDIO COMP",4.3125,2023-12-12,2023,12,3,428.43
"BENEVIDES","MASCULINO",31,"REVENDEDOR","ALIMENTOS","CAFÉ GOURMET (250G)",31.6,4,0.116467315051705,2.22,0.53,"ENS MÉDIO COMP",4.32,2024-02-12,2024,2,2,482.45
"ANANINDEUA","FEMININO",35,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",111.14,1,0.210699715139344,2.3,0.64,"ENS MÉDIO COMP",1.638,2018-10-05,2018,10,6,143.69
"ANANINDEUA","FEMININO",60,"REVENDEDOR","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",78.28,3,0.100412992136553,2.2,0.67,"ENS MÉDIO COMP",2.04,2017-11-21,2017,11,3,430.97
"BELÉM","MASCULINO",45,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",193.46,2,0.0599736103322357,3.54,0.69,"ENS SUPER INCOMP",1.276,2016-09-18,2016,9,1,464.1
"BELÉM","MASCULINO",33,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",69.59,3,0.179249305464327,3.27,0.58,"ENS MÉDIO COMP",3.25,2022-01-21,2022,1,6,556.88
"ANANINDEUA","MASCULINO",45,"LOJA FÍSICA","ELETRÔNICOS","FONE DE OUVIDO BLUETOOTH",470.03,1,0.0749602191662416,2.27,0.55,"ENS MÉDIO COMP",4.6475,2025-07-04,2025,7,6,2020.72
"BELÉM","FEMININO",68,"REVENDEDOR","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",262.67,1,0.161382661643438,2.61,0.76,"ENS SUPER COMP",0.819,2015-10-23,2015,10,6,180.41
"BELÉM","MASCULINO",34,"LOJA FÍSICA","ALIMENTOS","CAFÉ GOURMET (250G)",34.31,2,0.12942829632666,2.7,0.63,"ENS MÉDIO COMP",2.97,2021-05-23,2021,5,1,177.42
"ANANINDEUA","MASCULINO",45,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",4385.39,1,0.145592459449545,2.62,0.63,"ENS MÉDIO COMP",1.74,2018-09-29,2018,9,7,6519.62
"BELÉM","FEMININO",75,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",172.46,2,0.037432336253114,2.75,0.7,"ENS SUPER INCOMP",4.3875,2025-05-13,2025,5,3,1456.69
"BELÉM","FEMININO",22,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",226.35,2,0.100000458904542,2.9,0.64,"ENS MÉDIO COMP",7.02,2024-05-10,2024,5,6,2860.16
"BELÉM","FEMININO",47,"LOJA FÍSICA","ELETRÔNICOS","SMARTPHONE PREMIUM",3916.1,1,0.0146673548221588,3.54,0.68,"ENS SUPER INCOMP",2.3625,2022-06-29,2022,6,4,9116.09
"BELÉM","FEMININO",39,"LOJA FÍSICA","BRINQUEDOS","BONECA COLECIONÁVEL",136.47,1,0.022539433692582,3.68,0.78,"ENS SUPER COMP",2.7,2020-05-14,2020,5,5,360.16
"ANANINDEUA","FEMININO",33,"ONLINE","LIVROS","LIVRO TÉCNICO/ACADÊMICO",145.07,1,0.0621032047551125,2.47,0.67,"ENS MÉDIO COMP",3.45,2020-12-21,2020,12,2,469.41
"BELÉM","MASCULINO",23,"ONLINE","ROUPAS","CALÇA JEANS MASCULINA",176.98,1,0.0679469655733556,2.82,0.55,"ENS MÉDIO COMP",3.75,2021-04-10,2021,4,7,618.58
"ANANINDEUA","MASCULINO",29,"ONLINE","ALIMENTOS","CAFÉ GOURMET (250G)",39.21,1,0.124232444865629,2.3,0.52,"ENS MÉDIO COMP",3.15,2020-10-06,2020,10,3,108.17
"BELÉM","FEMININO",29,"ONLINE","ROUPAS","VESTIDO FLORAL FEMININO",229.59,1,0.226893750485033,4.1,0.7,"ENS SUPER INCOMP",1.5,2016-08-20,2016,8,7,266.25
"ANANINDEUA","MASCULINO",59,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",62.44,1,0.200254884315655,2.28,0.57,"ENS MÉDIO COMP",0.544,2015-11-26,2015,11,5,27.17
"ANANINDEUA","FEMININO",38,"ONLINE","BRINQUEDOS","BONECA COLECIONÁVEL",142.39,1,0.135917735425755,2.27,0.73,"ENS SUPER INCOMP",3.375,2023-01-04,2023,1,4,415.25
"BELÉM","FEMININO",53,"LOJA FÍSICA","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",83.99,2,0.0308758114464581,3.28,0.77,"ENS SUPER COMP",1.75,2019-01-22,2019,1,3,284.89
"MARITUBA","MASCULINO",49,"ONLINE","BRINQUEDOS","KIT DE CONSTRUÇÃO ROBÓTICA",337.52,2,0.0638957523275167,2.33,0.51,"ENS MÉDIO COMP",4.2525,2023-10-18,2023,10,4,2687.19
"ANANINDEUA","FEMININO",51,"LOJA FÍSICA","LIVROS","LIVRO TÉCNICO/ACADÊMICO",208.56,2,0.117558044781908,1.67,0.74,"ENS SUPER INCOMP",1.38,2018-03-05,2018,3,2,507.96
"ANANINDEUA","MASCULINO",47,"LOJA FÍSICA","LIVROS","BEST-SELLER DE FICÇÃO",100.21,3,0.132203117129393,2.21,0.6,"ENS MÉDIO COMP",3.375,2023-01-11,2023,1,4,880.49
"ANANINDEUA","MASCULINO",29,"ONLINE","ALIMENTOS","CESTA DE FRUTAS ORGÂNICAS",91.06,1,0.161602829489857,2.11,0.57,"ENS MÉDIO COMP",1.512,2017-10-19,2017,10,5,115.43
"ANANINDEUA","FEMININO",26,"LOJA FÍSICA","ROUPAS","CALÇA JEANS MASCULINA",188.77,2,0.106702561285347,2.04,0.55,"ENS MÉDIO COMP",2.079,2017-10-08,2017,10,1,701.15
